,cluster_id,genes,size,reactome_term,reactome_name,reactome_pval
323,322,"['AIDA', 'APOL3', 'BBS10', 'CCDC7', 'CDC37L1', 'CPO', 'DCUN1D5', 'DEFB121', 'DENND5B', 'FBXO6', 'G6PC3', 'GBE1', 'GINM1', 'GK2', 'GSTA5', 'LGI2', 'MAGI2', 'MAK', 'NANOGNB', 'ODF2L', 'PDK4', 'PLPP4', 'RAD9B', 'RFPL1', 'RGS16', 'SEMA3C', 'SPATA18', 'TINAG', 'TLR6', 'TMEM184C', 'TRIM44', 'TYRP1', 'UBE2U', 'UBXN10', 'VSTM5', 'ZFP30', 'ZNF607']",37,R-HSA-5685938,HDR through Single Strand Annealing (SSA),0.2617284416156712
324,323,"['AIFM1', 'CHCHD4', 'TRIAP1']",3,R-HSA-6803204,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,9.365803600169809e-05
325,324,"['AIFM3', 'ATG2A', 'BRMS1', 'BSCL2', 'CARMIL3', 'CATSPER1', 'CD248', 'CSAD', 'CTSF', 'ERG', 'GNAT1', 'GPD1', 'HNF4G', 'IQGAP3', 'MAP3K19', 'NAP1L5', 'NCALD', 'NLRC5', 'NPAS4', 'PDE4C', 'POSTN', 'RCE1', 'RNASE11', 'SIPA1', 'SLC25A15', 'SPTBN2', 'TAMALIN']",27,R-HSA-9768759,Regulation of NPAS4 gene expression,0.0003880075310580544
326,325,"['AIG1', 'LMO7', 'MRS2', 'NIN', 'P4HTM', 'PCDHA10', 'QDPR', 'SLC25A14', 'SLITRK4']",9,R-HSA-167827,The proton buffering model,0.024430805231047015
327,326,"['AIMP2', 'FOS', 'ZACN']",3,R-HSA-9634638,Estrogen-dependent nuclear events downstream of ESR-membrane signaling,0.000520273188943654
328,327,"['AIP', 'CMIP', 'EFR3A', 'IKBKG', 'IRF2BP2', 'MYH9', 'RAB6A', 'USP32', 'VPS4B']",9,R-HSA-8937144,Aryl hydrocarbon receptor signalling,0.01327272864390694
329,328,"['AIPL1', 'TBC1D30']",2,None,None,1.0
330,329,"['AJAP1', 'CSNK1G2', 'LRRC47', 'SPSB1']",4,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,0.16801101218726766
331,330,"['AJM1', 'CITED4', 'DRC1', 'EPM2AIP1', 'FJX1', 'HOXB5', 'HRK', 'IGDCC4', 'INPP5B', 'KAT5', 'LHX5', 'NEO1', 'PLB1', 'SV2C', 'TBC1D2B', 'ZFC3H1']",16,R-HSA-5693554,Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA),0.0710831063539823
332,331,"['AK6', 'ALG13', 'ALG14', 'ATF7IP', 'BAZ1B', 'C1orf109', 'CDK7', 'CDS2', 'CIAO1', 'CINP', 'DCLK1', 'DDX49', 'DPAGT1', 'ELAC2', 'EML6', 'FARSA', 'FARSB', 'FEN1', 'GAPDH', 'GGPS1', 'GTF3A', 'GTF3C6', 'HDAC3', 'HEATR3', 'HYOU1', 'ICMT', 'IMMT', 'KATNB1', 'LARP1', 'LYRM4', 'LZIC', 'NAA20', 'NCBP1', 'NCBP2', 'NOP9', 'NUBP1', 'NUBP2', 'PABPC1', 'PDCD2', 'PLAUR', 'POP7', 'PPA1', 'PRDX1', 'PSMG3', 'PSMG4', 'RFT1', 'RPL12', 'RPL17', 'RPL7A', 'RPP21', 'RPS25', 'SCAI', 'SLC35B1', 'SOD1', 'SPATA5L1', 'SSB', 'TBCB', 'TIMM10', 'TIMM9', 'TOE1', 'TRMT112', 'TRMT6', 'UGGT1', 'UNC45A', 'UTP14A', 'UTP4', 'VEZT', 'VRK1', 'ZCRB1']",69,R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),0.0014999091625420569
333,332,"['AK8', 'ANP32D', 'BARHL1', 'C6orf141', 'CA10', 'CASP7', 'CFAP44', 'CNKSR2', 'DNAI4', 'DNAJC6', 'DOCK6', 'GAD1', 'GLDC', 'IL12RB2', 'IL1RN', 'IL36A', 'KMT5B', 'LEP', 'MSH4', 'NFKBIA', 'NPHP1', 'NYNRIN', 'PCSK5', 'QPCT', 'RNASE3', 'SAMD12', 'SLC17A8', 'SLC25A52', 'SPACA9', 'SSBP2', 'STIM2', 'STK38', 'STKLD1', 'TOX4', 'XAGE2', 'YBX3']",36,R-HSA-9022927,MECP2 regulates transcription of genes involved in GABA signaling,0.0011149974906540239
334,333,"['AKAIN1', 'APCDD1', 'CLPTM1L', 'CPPED1', 'EBF4', 'ECHDC3', 'FXYD5', 'GPX3', 'H2AP', 'LGALS1', 'MTCL1', 'ODAM', 'PSKH1', 'RIMKLA', 'SUCLG2', 'TXNDC2']",16,R-HSA-8957275,Post-translational protein phosphorylation,0.20131917950659506
335,334,"['AKAP11', 'ALKBH7', 'APOB', 'C12orf43', 'C1orf174', 'C2CD3', 'CASP6', 'CCSER1', 'CDH15', 'CFAP300', 'CREB1', 'CYP21A2', 'EIF4A2', 'ERICH5', 'FAM110C', 'FAM193B', 'FBXO31', 'FIBIN', 'FRAT1', 'GLUD1', 'GNB5', 'H3C12', 'IDUA', 'IGFBP4', 'KHDRBS1', 'KLHL21', 'LRRC34', 'MAST4', 'MGAT4B', 'MSH6', 'MVB12A', 'NAT8L', 'NPL', 'ORAI2', 'PDLIM7', 'PHLDA1', 'PIEZO1', 'PIGQ', 'PPIL6', 'PRKAB1', 'PRRT4', 'PRRX1', 'PTPRCAP', 'RAB43', 'RBM3', 'RBMS2', 'RCN1', 'SELENOT', 'SLC15A2', 'SLC26A11', 'SLC38A7', 'SPRED3', 'SWSAP1', 'TMEM79', 'TNKS1BP1', 'TOR3A', 'TRIM50', 'UBXN1', 'USP42', 'VMAC', 'ZDHHC16']",61,R-HSA-352238,Breakdown of the nuclear lamina,0.04390258142159553
336,335,"['AKAP12', 'CCDC71', 'HPSE', 'LTA', 'SMIM12']",5,R-HSA-9035034,RHOF GTPase cycle,0.06023949945375162
337,336,"['AKAP13', 'ARHGEF28', 'ATRN', 'BCAR1', 'BCAR3', 'BTBD3', 'C3orf38', 'CDC42', 'CDH2', 'CHMP3', 'CHMP4B', 'CRK', 'DOCK7', 'EGLN1', 'ELAVL1', 'ELMO2', 'ETFB', 'EXOC8', 'FERMT2', 'FGFR1', 'HERC4', 'HSPB9', 'INPP5A', 'ITGAV', 'ITGB3', 'ITGB5', 'KMT2E', 'KRBOX1', 'LASP1', 'MIDEAS', 'MOB4', 'MSL2', 'MYCBPAP', 'MYO10', 'OAS1', 'PAK4', 'PDCL', 'PKNOX1', 'PPP1CC', 'PPP2R3A', 'PPP2R5E', 'PTK2', 'RAC1', 'RAPGEF2', 'RAPGEF6', 'RAPH1', 'REPS1', 'RHOG', 'RNF25', 'RPS6KA3', 'SENP2', 'SOCS3', 'TCF20', 'TRIO', 'TRIP10', 'TULP4', 'VCL', 'VIT', 'ZCCHC4', 'ZFP36L1']",60,R-HSA-372708,p130Cas linkage to MAPK signaling for integrins,0.0006577833922495335
338,337,"['AKAP17A', 'CCDC92B', 'FGF16', 'LACTBL1', 'PERCC1', 'TCAF2']",6,R-HSA-190375,FGFR2c ligand binding and activation,0.015176827481475308
339,338,"['AKAP3', 'ENTR1', 'GPR20', 'PCMTD2', 'RALGAPA2', 'RCN2', 'SNX1', 'ZDHHC2']",8,R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane,0.094343834437422
340,339,"['AKAP5', 'CDADC1', 'IL23A', 'NIPSNAP3B', 'NXPE3', 'RXYLT1']",6,R-HSA-9010642,ROBO receptors bind AKAP5,0.011941871898122791
341,340,"['AKAP8L', 'BTBD7', 'CAMK2N1', 'CDH6', 'ERBB4', 'ERICH6', 'FXR2', 'GRM7', 'HOXA11', 'KIAA1522', 'MARVELD3', 'MRTFA', 'NAV1', 'PCDHGA1', 'PDE8A', 'PGRMC1', 'RAB5A', 'RBFOX1', 'SLC8B1', 'SMTNL2', 'TMEM259', 'TMPRSS2', 'UBN1', 'ZNF628']",24,R-HSA-1253288,Downregulation of ERBB4 signaling,1.7837615126969908e-05
342,341,"['AKAP9', 'ATF6', 'ERMP1', 'IFFO1', 'ISM2', 'LRRC42', 'LRRFIP1', 'NDRG3', 'NPNT', 'PLK5', 'PWWP3A', 'SCLY']",12,R-HSA-9830364,Formation of the nephric duct,0.0018893386716155591
343,342,"['AKIP1', 'CLINT1', 'DENND1C', 'DYM', 'GPSM3', 'HCAR1', 'MATCAP1', 'NSFL1C', 'PARP6', 'PCCA', 'SH3PXD2A', 'SLC25A45', 'SLC39A14', 'UBFD1', 'ZFP57', 'ZNF689']",16,R-HSA-8941237,Invadopodia formation,0.02128795215796242
344,343,"['AKIRIN1', 'DPH3', 'ELP2', 'ELP3', 'ELP4', 'ELP5', 'ELP6', 'IPO9', 'KTI12', 'MSTO1', 'NGLY1', 'NR2C2AP', 'PPRC1']",13,R-HSA-3214847,HATs acetylate histones,3.257980231152757e-07
345,344,"['AKIRIN2', 'ATP6V0B', 'BDP1', 'BUD31', 'CACTIN', 'CDC25A', 'CDC5L', 'CENPC', 'CPSF6', 'DCTN1', 'DHX16', 'EIF2S3', 'FAM32A', 'GINS3', 'GON4L', 'MCM3AP', 'NDC80', 'NFYA', 'NPLOC4', 'NUP62', 'NUS1', 'NXF1', 'PLRG1', 'PNISR', 'POLR3E', 'PRPF19', 'PSMC1', 'PSMD2', 'PSMD8', 'RBM8A', 'RPA1', 'RPA2', 'RPL10', 'SF3A1', 'SF3B3', 'SFPQ', 'SLU7', 'SYF2', 'TBCC', 'TBCE', 'TFIP11', 'UFD1', 'WBP11', 'YJU2', 'YTHDC1', 'ZNF830']",46,R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,1.0427620118491632e-06
346,345,"['AKNA', 'CDK3', 'CEP19', 'ETFBKMT', 'FKBP4', 'GOLGA7B', 'KLHL2', 'LMF2', 'PCDHGB2', 'PPP2R2B', 'PPP6R2', 'SALL3', 'SPANXN3', 'TGFBR1', 'WDR93', 'ZNF10']",16,R-HSA-3371568,Attenuation phase,0.006909131805320601
347,346,"['AKNAD1', 'ASB8', 'BIRC2', 'CASR', 'CD6', 'CDC14A', 'CKAP2L', 'CLCA1', 'DIRAS3', 'DPYD', 'DRAM2', 'EEIG2', 'ETV4', 'FAM110B', 'FAM13A', 'FLACC1', 'GBP5', 'GJD3', 'GLP2R', 'GPR151', 'GPSM2', 'GSTM2', 'IL18RAP', 'IL37', 'MEP1A', 'MTF2', 'NGF', 'P3H4', 'PIP4K2C', 'PRLR', 'PROK1', 'PTPN22', 'PUS7L', 'RASGRP1', 'RBM26', 'RSPRY1', 'RTCA', 'RWDD3', 'SIKE1', 'SLC12A6', 'SLC25A24', 'SLF1', 'SMCHD1', 'SMYD1', 'SRRM5', 'SYCP1', 'TENT4B', 'TERB2', 'TRMT13', 'TRPM6', 'TSTD1', 'VANGL1', 'ZNF2', 'ZNF792']",54,R-HSA-205017,NFG and proNGF binds to p75NTR,0.0329712843077431
348,347,"['AKR1B10', 'BCAT2', 'BID', 'CAPN14', 'FOXB2', 'OPRK1', 'OTX2', 'PCSK1N', 'SHISA3', 'STARD5', 'ZDHHC12']",11,R-HSA-111452,Activation and oligomerization of BAK protein,0.005380463548708692
349,348,"['AKR1B15', 'CCDC105', 'CD276', 'CD3D', 'CLK2', 'CPB1', 'CRCT1', 'DCST2', 'EBPL', 'FAM168A', 'GIGYF1', 'GUCA2A', 'HK1', 'HOXA13', 'HOXD10', 'IPO11', 'KRT85', 'KYAT1', 'LDHA', 'LRP1B', 'LST1', 'MALL', 'NISCH', 'PLIN4', 'PRAC1', 'SFTA2', 'SLC20A2', 'SMIM3', 'SRSF9', 'SVBP', 'TICAM2', 'WDR33']",32,R-HSA-2562578,TRIF-mediated programmed cell death,0.05375013858226896
350,349,"['AKR1C2', 'DYNLL2', 'EPGN', 'LRRN1', 'RBM20', 'TAS2R30', 'ZNF556']",7,R-HSA-212718,EGFR interacts with phospholipase C-gamma,0.011243373221444086
351,350,"['AKR1C3', 'ANXA10', 'CLDN25', 'CLN5', 'DEFB1', 'DMD', 'FUNDC1', 'NENF', 'PCDHB11', 'PDHX', 'PRIMPOL', 'SGPP2', 'UBTD2']",13,R-HSA-9861559,PDH complex synthesizes acetyl-CoA from PYR,0.043799015360044824
352,351,"['AKR1D1', 'C17orf99', 'GIPC3']",3,R-HSA-193807,Synthesis of bile acids and bile salts via 27-hydroxycholesterol,0.008705619717706337
353,352,"['AKR1E2', 'AMELX', 'C1QTNF12', 'CES1', 'CLBA1', 'CLUL1', 'CYP46A1', 'DUSP21', 'GHRL', 'GPM6A', 'IFI27', 'MEGF6', 'PACS2', 'PNMA8A', 'PPP1R13B', 'SLC18A2', 'SLC25A53', 'TIMP4', 'TNFRSF10C', 'ZC3HAV1L']",20,R-HSA-6803211,TP53 Regulates Transcription of Death Receptors and Ligands,5.287345647142505e-05
354,353,"['AKR7A3', 'BBC3', 'BBS9', 'CDCP2', 'CHRNA9', 'COL7A1', 'CXCL1', 'CYP4X1', 'DMKN', 'FKBP8', 'GGTLC1', 'KLHL38', 'KRTDAP', 'MEIS3', 'MYL11', 'ODAD1', 'PLAC8', 'PPY', 'SMR3B', 'SPRYD3', 'TMEM119', 'TNNT2', 'VWA8']",23,R-HSA-139915,Activation of PUMA and translocation to mitochondria,0.0008350894209830928
355,354,"['AKT2', 'GPC5', 'LYN', 'WAS']",4,R-HSA-389513,CTLA4 inhibitory signaling,0.00019871420269956808
356,355,"['AKTIP', 'CCNB1IP1', 'KIAA1143', 'LTB4R', 'PCK2', 'RIPK3', 'RNF212B', 'SLC7A8']",8,R-HSA-1810476,RIP-mediated NFkB activation via ZBP1,0.027691491444397642
357,356,"['ALAD', 'HMBS', 'UROS']",3,R-HSA-189451,Heme biosynthesis,2.735474833959195e-05
358,357,"['ALAS1', 'ATP1B3', 'AZIN1', 'BOLA1', 'CHKA', 'CMTR2', 'FAM50A', 'FPGS', 'FUS', 'GART', 'GLS', 'IPPK', 'ITPK1', 'MAGT1', 'MPZL2', 'MTHFD1', 'MTR', 'NAMPT', 'NMNAT1', 'PALS1', 'PFAS', 'PPAT', 'SLC20A1', 'SLC7A1', 'SPATA2', 'TTC7A', 'VSIG10', 'ZC3H4']",28,R-HSA-73817,Purine ribonucleoside monophosphate biosynthesis,0.00816669340679721
359,358,"['ALAS2', 'ANO7', 'BOK', 'DDX60', 'ETNK2', 'FAM174C', 'FARP2', 'FUOM', 'HACD1', 'LRAT', 'MIA3', 'NACC2', 'NGEF', 'PDGFA', 'TENM3', 'TLCD3A', 'TMEM213', 'ZC3H12A', 'ZFYVE21']",19,R-HSA-9818030,NFE2L2 regulating tumorigenic genes,0.0033874285291839445
360,359,"['ALB', 'AQP5', 'CASK', 'HOOK2', 'HSD17B8', 'NEK11', 'NRXN3', 'RAPGEF3', 'SRL', 'SYNE3', 'TRAPPC3L', 'ZXDB']",12,R-HSA-6794361,Neurexins and neuroligins,0.0004363090751935417
361,360,"['ALCAM', 'ARID3C', 'ATG4C', 'ATOH1', 'BCL2L2', 'BOD1', 'BTBD6', 'C14orf119', 'C1orf74', 'CLCN7', 'CRABP2', 'DNAL4', 'DSG3', 'EIF4EBP3', 'EME1', 'FLT3LG', 'GDE1', 'GDF11', 'KIAA1328', 'LRCH2', 'LRRC74A', 'MAN1A2', 'MDK', 'MORN4', 'MPHOSPH8', 'NFATC3', 'NHEJ1', 'PILRB', 'PPP4R1', 'PSMB10', 'PVRIG', 'RAB11FIP3', 'RAB26', 'RIGI', 'RPS6KA5', 'SFXN2', 'SH3RF2', 'STRN', 'TPGS2', 'TRIOBP', 'UCHL3', 'VXN', 'ZDHHC22']",43,R-HSA-9706374,FLT3 signaling through SRC family kinases,0.05143087810118929
362,361,"['ALDH16A1', 'ARHGAP44', 'ARHGEF15', 'CDH22', 'CEP70', 'EFCAB7', 'EXD2', 'FEZF1', 'GPX5', 'GUCY1A1', 'ITPRIPL2', 'KCNE2', 'NME9', 'PIRT', 'ST8SIA2', 'TAS2R50', 'TMEM100', 'UPK1B', 'ZNF354B', 'ZNF774', 'ZNF879']",21,R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome,0.25359870897509407
363,362,"['ALDH1A1', 'RORB']",2,R-HSA-70350,Fructose catabolism,0.016569628261292824
364,363,"['ALDH1A3', 'ASB1', 'BTNL9', 'CD80', 'COL23A1', 'FAM83F', 'MSRA', 'NKX3-1', 'NOVA2', 'ONECUT2', 'PRND', 'RBP1', 'RNF130', 'SSUH2', 'ZBTB21']",15,R-HSA-389359,CD28 dependent Vav1 pathway,0.06752380276034142
365,364,"['ALDH1B1', 'APEH', 'APOA2', 'ARGFX', 'ATF3', 'CA1', 'CRNN', 'DCAF8L1', 'DDR2', 'DRC3', 'FATE1', 'FCRL3', 'FRY', 'GABRA5', 'GIPC2', 'GLYCTK', 'GRM8', 'ITGAM', 'KRT3', 'KRT84', 'LALBA', 'LHX4', 'MAGEB17', 'MOB3C', 'MPIG6B', 'NR0B2', 'PHYH', 'PRSS3', 'SLC22A14', 'SLC44A4', 'TUFT1', 'XKR4']",32,R-HSA-383280,Nuclear Receptor transcription pathway,0.4532071286873284
366,365,"['ALDH1L1', 'CDHR3', 'CHCHD6', 'HLA-DPB1', 'LOXL2', 'NINL', 'PLEKHM3', 'SCHIP1', 'SHROOM3', 'VASH2']",10,R-HSA-202430,Translocation of ZAP-70 to Immunological synapse,0.03783597483031986
367,366,"['ALDH3B1', 'ANKRD18B', 'C2orf92', 'CEBPZOS', 'CYFIP2', 'DCAF7', 'EXOC1L', 'NAIP', 'PAPOLB', 'SPON1', 'ZSCAN12']",11,R-HSA-5173214,O-glycosylation of TSR domain-containing proteins,0.06871270602120383
368,367,"['ALDH3B2', 'AMOT', 'ASGR2', 'DCX', 'FGFBP1', 'FGFBP2', 'GPR68', 'LIM2', 'MSANTD1', 'PHYHIP', 'TGM3', 'TMEM52B', 'WFS1']",13,R-HSA-190377,FGFR2b ligand binding and activation,0.001040329082649838
369,368,"['ALDH4A1', 'NBL1']",2,R-HSA-70688,Proline catabolism,0.005382532506685633
370,369,"['ALDH5A1', 'ALKBH1', 'AOC3', 'ASPHD1', 'B3GNT4', 'BIN2', 'CCDC78', 'CDH5', 'CDK5', 'CEP68', 'EXOC7', 'FAM83E', 'FEM1A', 'FETUB', 'FLYWCH1', 'GAB2', 'GJA1', 'GNB3', 'HADHA', 'HTR7', 'IMPA2', 'KCNJ4', 'KCNK18', 'KRTAP12-4', 'MSL3', 'NKX2-5', 'NRN1L', 'OCLN', 'PDXDC1', 'PHAF1', 'PRAM1', 'PRR30', 'RAB42', 'RNF152', 'RNF212', 'RNF5', 'RNFT2', 'SERINC2', 'SLC35G3', 'SLC6A6', 'SPG21', 'SPINT2', 'SRD5A3', 'SYNDIG1L', 'TAS1R2', 'TLK1', 'TRAM1L1', 'TSC22D3', 'TXNRD2', 'UCN2', 'UNC13C', 'USP35', 'ZMYND15', 'ZNF366', 'ZNF608']",55,R-HSA-1299344,TWIK-related spinal cord K+ channel (TRESK),0.02623920457286555
371,370,"['ALDH6A1', 'NECAP2', 'SHBG']",3,R-HSA-8856828,Clathrin-mediated endocytosis,0.12638568407975315
372,371,"['ALDOA', 'ATP6V0E1', 'CEP85L', 'CFAP410', 'DDX19A', 'ENO1', 'G3BP1', 'GMEB1', 'GPI', 'HNRNPD', 'PGK1', 'PKM', 'RAB35', 'TPI1', 'UBE3D']",15,R-HSA-70171,Glycolysis,3.8737513285980185e-07
373,372,"['ALDOB', 'CD36', 'NAV3', 'OSER1']",4,R-HSA-1236973,Cross-presentation of particulate exogenous antigens (phagosomes),0.013274846798254303
374,373,"['ALG1', 'ALG2', 'RNMT']",3,R-HSA-72086,mRNA Capping,0.05044028635334463
375,374,"['ALG10B', 'ALG9', 'DNAJB11', 'DPM1', 'DPM2', 'DPM3']",6,R-HSA-162699,Synthesis of dolichyl-phosphate mannose,4.0455245808868057e-07
376,375,"['ALG11', 'ANKLE2', 'CIAO3', 'ECD', 'ETF1', 'NSF', 'POLR3A', 'POLR3F', 'UBA1']",9,R-HSA-73780,RNA Polymerase III Chain Elongation,0.0014234569622284532
377,376,"['ALG12', 'ALG3']",2,R-HSA-446193,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",0.02304749690804697
378,377,"['ALKAL1', 'ATP13A1', 'ATXN2L', 'BCOR', 'CD79B', 'CHD5', 'DOCK2', 'EBF1', 'ETS1', 'FRAT2', 'HMX3', 'IL17D', 'KCNQ5', 'MMD', 'ODC1', 'PAX5', 'PIK3CD', 'PLAG1', 'PXDNL', 'REV1', 'RHOH', 'TLE3', 'ZFAT']",23,R-HSA-9842663,Signaling by LTK,0.0930496338117256
379,378,"['ALKBH2', 'B3GALT6', 'BARX1', 'CBLB', 'CREG2', 'DMRTA1', 'EFCAB6', 'FAHD1', 'FAM89A', 'FBXO17', 'FMNL2', 'FRA10AC1', 'FTL', 'GCAT', 'HCRT', 'HEXA', 'HLX', 'IRGQ', 'KAZALD1', 'LMO4', 'MAPRE3', 'MN1', 'MYOF', 'NANOS1', 'NOL3', 'OTUD1', 'PANX2', 'PDXP', 'PDZD8', 'PIGA', 'POU3F1', 'RDH14', 'REM2', 'SDHAF3', 'SLC15A4', 'SLC9A3R2', 'SMDT1', 'SMIM10', 'SOCS7', 'STK35', 'TMEM63C', 'TRIM7', 'TRPC6', 'VASN', 'VSTM2B']",45,R-HSA-8939242,RUNX1 regulates transcription of genes involved in differentiation of keratinocytes,0.0034263239556557856
380,379,"['ALKBH4', 'BHLHA15', 'CD37', 'DDX39A', 'DYNLT3', 'FAM110D', 'PEF1', 'PIGH', 'PIGL', 'PLEKHG4', 'REG1A', 'SERINC4', 'SYT2', 'USP50', 'ZBTB5']",15,R-HSA-162710,Synthesis of glycosylphosphatidylinositol (GPI),0.004147604747017142
381,380,"['ALKBH5', 'GID4', 'SLC25A37']",3,R-HSA-1362409,Mitochondrial iron-sulfur cluster biogenesis,0.01751993897212134
382,381,"['ALKBH8', 'ATRX', 'CCT8L2', 'CD2BP2', 'G6PD', 'HTRA4', 'ITPA', 'RNASEH2A', 'RNASEH2C', 'TRIM33', 'ZFR']",11,R-HSA-9818028,NFE2L2 regulates pentose phosphate pathway genes,0.0001569660162815678
383,382,"['ALLC', 'LCN15', 'LCN6', 'LCN8']",4,R-HSA-804914,Transport of fatty acids,0.009210630244084195
384,383,"['ALMS1', 'BUB1B', 'CBX1', 'CLPTM1', 'CNIH4', 'DEPP1', 'DIDO1', 'EEF2KMT', 'FNBP4', 'FOXL2', 'GJA3', 'HAMP', 'MCU', 'MICALL1', 'MOG', 'NBEAL1', 'PPARGC1B', 'PRPF40A', 'RBBP6', 'RBMXL1', 'SAP130', 'SMPD3', 'TSPYL5', 'USP5', 'ZNF317', 'ZNF468', 'ZNF658']",27,R-HSA-141430,Inactivation of APC/C via direct inhibition of the APC/C complex,0.1059686277532157
385,384,"['ALOX12B', 'AMPD3', 'ARRDC5', 'BTN1A1', 'CALHM1', 'CAPN12', 'CBFA2T3', 'CCKBR', 'CDH3', 'CPXM1', 'CRACD', 'CTNND2', 'DCUN1D1', 'DSCAM', 'GREM2', 'HAS3', 'HIVEP2', 'HLA-DQB2', 'MAB21L2', 'MINAR2', 'MSGN1', 'MTNR1B', 'NEURL1B', 'NHSL1', 'NICN1', 'NIM1K', 'OGFOD2', 'OPN3', 'OSBPL3', 'PCARE', 'PCDHA11', 'PCDHB10', 'PITX2', 'PLEKHA4', 'PRMT8', 'PRR23C', 'PRX', 'PTPRB', 'SLC35C2', 'STC2', 'SVOPL', 'TFPI2', 'THRB', 'TRIML1', 'YY2', 'ZNF287']",46,R-HSA-8866906,TFAP2 (AP-2) family regulates transcription of other transcription factors,0.0009198404000508864
386,385,"['ALOXE3', 'CCNB1', 'CPNE5', 'FBXO5', 'GMNN', 'SSX5', 'ZNF730']",7,R-HSA-176417,Phosphorylation of Emi1,7.230767326160681e-05
387,386,"['ALPK1', 'ANKRD6', 'ICOSLG', 'MIGA2', 'PLXNB3', 'SLC12A4', 'SRPK3', 'TSKU']",8,R-HSA-9645460,Alpha-protein kinase 1 signaling pathway,0.030120458916569448
388,387,"['ALPK2', 'CPLX4', 'FHDC1', 'RBM41']",4,None,None,1.0
389,388,"['ALX1', 'CRHBP', 'GHRHR', 'INSM2', 'KLK4', 'NXPH3', 'ZCCHC18']",7,R-HSA-373080,Class B/2 (Secretin family receptors),0.007117655068536899
390,389,"['ALYREF', 'NUDT21', 'RBM14']",3,R-HSA-72187,mRNA 3'-end processing,0.0019430770320553181
391,390,"['AMACR', 'ENDOD1', 'FZD9', 'TGFB1I1', 'TRIM25', 'USP43']",6,R-HSA-5656169,Termination of translesion DNA synthesis,0.002249668773461999
392,391,"['AMBP', 'ASB12', 'CA3', 'CRHR2', 'GPR148', 'INHBA', 'NCK2', 'SHISA2']",8,R-HSA-2473224,Antagonism of Activin by Follistatin,0.00971548733605565
393,392,"['AMBRA1', 'ARHGAP23', 'CDK2AP2', 'COMMD9', 'CRYGC', 'CXCR4', 'DPP9', 'IL1R1', 'KRT80', 'L1CAM', 'LRRC15', 'LSM1', 'MORF4L2', 'PPP2R5D', 'RPH3A', 'SIL1', 'SLC27A4', 'SPNS3', 'TMEM95', 'TMUB2', 'TRAPPC6A', 'UCK1']",22,R-HSA-163767,PP2A-mediated dephosphorylation of key metabolic factors,0.050704188031859054
394,393,"['AMDHD1', 'IGFBP1', 'KLF4', 'NEK9']",4,R-HSA-9614085,FOXO-mediated transcription,8.868074414025706e-06
395,394,"['AMDHD2', 'CD68']",2,R-HSA-446210,Synthesis of UDP-N-acetyl-glucosamine,0.014802730815094534
396,395,"['AMH', 'ATAD3C', 'BRINP1', 'CELA3B', 'CLCNKA', 'CNST', 'CYP11B1', 'CYP4A22', 'FRMD8', 'GAS8', 'GNA12', 'GPR15LG', 'HDAC4', 'IFNA16', 'KCNE1', 'KRTAP10-10', 'MED12L', 'MLPH', 'NEIL3', 'NTSR1', 'PCDHB13', 'SOCS1', 'SOX1', 'SOX21', 'TET2', 'TMEM231', 'TXNDC5', 'VEGFD', 'ZNF84']",29,R-HSA-9636003,NEIL3-mediated resolution of ICLs,0.005571908179577867
397,396,"['AMIGO1', 'FAS', 'PSRC1', 'SLCO2A1']",4,R-HSA-6803211,TP53 Regulates Transcription of Death Receptors and Ligands,0.00025040541499721236
398,397,"['AMN', 'CD300LF', 'DISC1', 'DOCK8', 'FAM43A', 'GDAP1L1', 'IL17RC', 'PHLPP1', 'PRSS27', 'TBXA2R', 'TRIB3', 'ZNF541']",12,R-HSA-428930,Thromboxane signalling through TP receptor,5.735968897202515e-05
399,398,"['AMN1', 'C11orf52', 'GUCY1A2', 'PCDHGA11', 'RAB39A', 'SELL']",6,R-HSA-8873719,RAB geranylgeranylation,0.06763088857677602
400,399,"['AMOTL2', 'ARHGAP35', 'BICRA', 'CCER2', 'CDKN2C', 'CLUH', 'CYRIB', 'DCUN1D3', 'DLG3', 'FBXO39', 'KIRREL1', 'LHFPL2', 'MBD5', 'N4BP1', 'NF2', 'PDCD10', 'PTEN', 'PTPN14', 'PWWP2A', 'RASA1', 'RASAL2', 'RNF146', 'SAV1', 'SIPA1L3', 'SPATS2L', 'WWC1']",26,R-HSA-2028269,Signaling by Hippo,0.0007879016206238099
401,400,"['AMPH', 'BGN', 'CAMK1G', 'CMSS1', 'DLEU7', 'EPHX1', 'FTMT', 'GHSR', 'NCSTN', 'NECAB3', 'NIPAL3', 'SERPINE3', 'SLC30A2', 'TCP10L', 'WHRN', 'ZNF362']",16,R-HSA-2022923,Dermatan sulfate biosynthesis,0.04808431130481183
